# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MPH1	YIR002C	YIR002C_mRNA	protein_coding	1	0	0	5	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1
MPH2	YDL247W	YDL247W_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
MPH3	YJR160C	YJR160C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MPM1	YJL066C	YJL066C_mRNA	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
MPO1	YGL010W	YGL010W_mRNA	protein_coding	0	0	0	25	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	6
MPP10	YJR002W	YJR002W_mRNA	protein_coding	2	0	0	4	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1
MPP6	YNR024W	YNR024W_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
MPS1	YDL028C	YDL028C_mRNA	protein_coding	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2
MPS2	YGL075C	YGL075C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MPS3	YJL019W	YJL019W_mRNA	protein_coding	0	0	1	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2
MPT5	YGL178W	YGL178W_mRNA	protein_coding	0	1	0	27	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	1	3
MRC1	YCL061C	YCL061C_mRNA	protein_coding	0	19	16	125	1	0	0	0	89	0	0	15	0	0	0	0	0	0	0	19	36
MRD1	YPR112C	YPR112C_mRNA	protein_coding	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
MRE11	YMR224C	YMR224C_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MRF1	YGL143C	YGL143C_mRNA	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
MRH1	YDR033W	YDR033W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MRH4	YGL064C	YGL064C_mRNA	protein_coding	2	0	0	7	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	5
MRI1	YPR118W	YPR118W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MRK1	YDL079C	YDL079C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MRL1	YPR079W	YPR079W_mRNA	protein_coding	0	0	2	5	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	1
MRM1	YOR201C	YOR201C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MRM2	YGL136C	YGL136C_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
MRN1	YPL184C	YPL184C_mRNA	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
MRP1	YDR347W	YDR347W_mRNA	protein_coding	1	0	0	7	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	2
MRP10	YDL045W-A	YDL045W-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MRP13	YGR084C	YGR084C_mRNA	protein_coding	0	4	3	68	0	0	0	0	32	0	0	3	0	0	0	0	0	0	0	4	36
MRP2	YPR166C	YPR166C_mRNA	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
MRP20	YDR405W	YDR405W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MRP21	YBL090W	YBL090W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MRP4	YHL004W	YHL004W_mRNA	protein_coding	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1
MRP49	YKL167C	YKL167C_mRNA	protein_coding	1	0	0	8	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	3
MRP51	YPL118W	YPL118W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MRP7	YNL005C	YNL005C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MRP8	YKL142W	YKL142W_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MRPL1	YDR116C	YDR116C_mRNA	protein_coding	1	0	0	18	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	6
MRPL10	YNL284C	YNL284C_mRNA	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
MRPL13	YKR006C	YKR006C_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MRPL15	YLR312W-A	YLR312W-A_mRNA	protein_coding	0	4	1	88	0	0	0	0	47	0	0	1	0	0	0	0	0	0	0	4	41
MRPL16	YBL038W	YBL038W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MRPL17	YNL252C	YNL252C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MRPL19	YNL185C	YNL185C_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
MRPL20	YKR085C	YKR085C_mRNA	protein_coding	0	0	1	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2
MRPL22	YNL177C	YNL177C_mRNA	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
MRPL23	YOR150W	YOR150W_mRNA	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
MRPL24	YMR193W	YMR193W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MRPL25	YGR076C	YGR076C_mRNA	protein_coding	0	1	0	44	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	29
MRPL27	YBR282W	YBR282W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MRPL28	YDR462W	YDR462W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MRPL3	YMR024W	YMR024W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MRPL31	YKL138C	YKL138C_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
MRPL33	YMR286W	YMR286W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MRPL35	YDR322W	YDR322W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MRPL36	YBR122C	YBR122C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MRPL37	YBR268W	YBR268W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MRPL38	YKL170W	YKL170W_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
MRPL39	YML009C	YML009C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MRPL4	YLR439W	YLR439W_mRNA	protein_coding	1	1	1	5	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	3
MRPL40	YPL173W	YPL173W_mRNA	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
MRPL44	YMR225C	YMR225C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MRPL49	YJL096W	YJL096W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MRPL50	YNR022C	YNR022C_mRNA	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6
MRPL6	YHR147C	YHR147C_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MRPL7	YDR237W	YDR237W_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
MRPL8	YJL063C	YJL063C_mRNA	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
MRPL9	YGR220C	YGR220C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MRPS12	YNR036C	YNR036C_mRNA	protein_coding	1	3	0	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	3	3
MRPS16	YPL013C	YPL013C_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MRPS17	YMR188C	YMR188C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MRPS18	YNL306W	YNL306W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MRPS28	YDR337W	YDR337W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MRPS35	YGR165W	YGR165W_mRNA	protein_coding	0	0	0	28	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	5
MRPS5	YBR251W	YBR251W_mRNA	protein_coding	0	0	0	37	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	1
MRPS8	YMR158W	YMR158W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MRPS9	YBR146W	YBR146W_mRNA	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2
MRS1	YIR021W	YIR021W_mRNA	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
MRS2	YOR334W	YOR334W_mRNA	protein_coding	0	3	1	52	0	0	0	0	24	0	0	1	0	0	0	0	0	0	0	3	28
MRS3	YJL133W	YJL133W_mRNA	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
MRS4	YKR052C	YKR052C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
MRS6	YOR370C	YOR370C_mRNA	protein_coding	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
MRT4	YKL009W	YKL009W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MRX1	YER077C	YER077C_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
MRX10	YDR282C	YDR282C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
MRX11	YPL041C	YPL041C_mRNA	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
MRX12	YJR003C	YJR003C_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
MRX14	YDR115W	YDR115W_mRNA	protein_coding	0	0	2	19	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	11
MRX3	YBL095W	YBL095W_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
MRX4	YPL168W	YPL168W_mRNA	protein_coding	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
MRX5	YJL147C	YJL147C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MRX6	YNL295W	YNL295W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MRX7	YNL211C	YNL211C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MRX8	YDR336W	YDR336W_mRNA	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
MRX9	YDL027C	YDL027C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MSA1	YOR066W	YOR066W_mRNA	protein_coding	1	5	2	10	0	0	0	0	8	1	0	2	0	0	0	0	0	0	0	5	2
MSA2	YKR077W	YKR077W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MSB1	YOR188W	YOR188W_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
MSB2	YGR014W	YGR014W_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
MSB3	YNL293W	YNL293W_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MSB4	YOL112W	YOL112W_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MSC1	YML128C	YML128C_mRNA	protein_coding	0	8	5	88	0	0	0	0	20	0	0	5	0	0	0	0	0	0	0	8	68
MSC2	YDR205W	YDR205W_mRNA	protein_coding	2	0	0	7	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	4
MSC3	YLR219W	YLR219W_mRNA	protein_coding	2	5	3	40	0	0	0	0	23	1	0	3	0	0	0	0	1	0	0	5	17
MSC6	YOR354C	YOR354C_mRNA	protein_coding	0	0	1	6	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4
MSC7	YHR039C	YHR039C_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MSD1	YPL104W	YPL104W_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
MSE1	YOL033W	YOL033W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MSF1	YPR047W	YPR047W_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
MSG5	YNL053W	YNL053W_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
MSH1	YHR120W	YHR120W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MSH2	YOL090W	YOL090W_mRNA	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
MSH3	YCR092C	YCR092C_mRNA	protein_coding	2	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
MSH4	YFL003C	YFL003C_mRNA	protein_coding	0	0	2	4	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1
MSH5	YDL154W	YDL154W_mRNA	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
MSH6	YDR097C	YDR097C_mRNA	protein_coding	1	0	2	12	0	0	0	0	5	1	0	2	0	0	0	0	0	0	0	0	7
MSI1	YBR195C	YBR195C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
MSK1	YNL073W	YNL073W_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
MSL1	YIR009W	YIR009W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MSL5	YLR116W	YLR116W_mRNA	protein_coding	0	4	1	81	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	4	48
MSM1	YGR171C	YGR171C_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MSN1	YOL116W	YOL116W_mRNA	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
MSN2	YMR037C	YMR037C_mRNA	protein_coding	1	2	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	2
MSN4	YKL062W	YKL062W_mRNA	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
MSN5	YDR335W	YDR335W_mRNA	protein_coding	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7
MSO1	YNR049C	YNR049C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MSP1	YGR028W	YGR028W_mRNA	protein_coding	0	0	0	20	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2
MSR1	YHR091C	YHR091C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MSS1	YMR023C	YMR023C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MSS11	YMR164C	YMR164C_mRNA	protein_coding	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
MSS116	YDR194C	YDR194C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MSS18	YPR134W	YPR134W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MSS2	YDL107W	YDL107W_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
MSS4	YDR208W	YDR208W_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MSS51	YLR203C	YLR203C_mRNA	protein_coding	0	0	1	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1
MST1	YKL194C	YKL194C_mRNA	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
MST27	YGL051W	YGL051W_mRNA	protein_coding	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6
MST28	YAR033W	YAR033W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MSY1	YPL097W	YPL097W_mRNA	protein_coding	0	0	1	8	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	3
MTC1	YJL123C	YJL123C_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
MTC3	YGL226W	YGL226W_mRNA	protein_coding	0	2	3	60	0	0	0	0	34	0	0	3	0	0	0	0	0	0	0	2	26
MTC4	YBR255W	YBR255W_mRNA	protein_coding	0	6	5	68	0	0	0	0	53	0	0	5	0	0	0	0	0	0	0	6	15
MTC5	YDR128W	YDR128W_mRNA	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
MTC6	YHR151C	YHR151C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MTC7	YEL033W	YEL033W_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
MTD1	YKR080W	YKR080W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MTE1	YGR042W	YGR042W_mRNA	protein_coding	0	6	8	76	0	0	0	0	35	0	0	8	0	0	0	0	0	0	0	6	41
MTF1	YMR228W	YMR228W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MTG2	YHR168W	YHR168W_mRNA	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
MTH1	YDR277C	YDR277C_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MTL1	YGR023W	YGR023W_mRNA	protein_coding	0	10	8	38	1	0	1	1	17	0	0	5	0	0	0	0	0	0	0	10	21
MTM1	YGR257C	YGR257C_mRNA	protein_coding	1	1	4	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	1
MTO1	YGL236C	YGL236C_mRNA	protein_coding	0	14	3	8	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	14	6
MTQ1	YNL063W	YNL063W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MTQ2	YDR140W	YDR140W_mRNA	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MTR10	YOR160W	YOR160W_mRNA	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
MTR2	YKL186C	YKL186C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MTR3	YGR158C	YGR158C_mRNA	protein_coding	0	0	1	25	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	21
MTR4	YJL050W	YJL050W_mRNA	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
MTW1	YAL034W-A	YAL034W-A_mRNA	protein_coding	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3
MUB1	YMR100W	YMR100W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MUD1	YBR119W	YBR119W_mRNA	protein_coding	1	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1
MUD2	YKL074C	YKL074C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
MUM2	YBR057C	YBR057C_mRNA	protein_coding	0	1	1	56	0	0	0	0	39	0	0	1	0	0	0	0	0	0	0	1	17
MUM3	YOR298W	YOR298W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MUP1	YGR055W	YGR055W_mRNA	protein_coding	1	6	1	53	0	0	0	0	34	1	0	1	0	0	0	0	0	0	0	6	19
MUP3	YHL036W	YHL036W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MUS81	YDR386W	YDR386W_mRNA	protein_coding	1	0	2	4	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	4
MVB12	YGR206W	YGR206W_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
MVD1	YNR043W	YNR043W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MVP1	YMR004W	YMR004W_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MXR1	YER042W	YER042W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MXR2	YCL033C	YCL033C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MYO1	YHR023W	YHR023W_mRNA	protein_coding	1	1	2	2	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	1	0
MYO2	YOR326W	YOR326W_mRNA	protein_coding	0	11	7	33	0	0	0	0	22	0	0	7	0	0	0	0	0	0	0	11	11
MYO3	YKL129C	YKL129C_mRNA	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
MYO4	YAL029C	YAL029C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MYO5	YMR109W	YMR109W_mRNA	protein_coding	1	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
MZM1	YDR493W	YDR493W_mRNA	protein_coding	0	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
NAB2	YGL122C	YGL122C_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
NAB3	YPL190C	YPL190C_mRNA	protein_coding	0	0	1	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4
NAB6	YML117W	YML117W_mRNA	protein_coding	0	0	1	9	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	7
NAF1	YNL124W	YNL124W_mRNA	protein_coding	1	1	0	5	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	2
NAG1	YGR031C-A	YGR031C-A_mRNA	protein_coding	0	0	0	23	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	10
NAM2	YLR382C	YLR382C_mRNA	protein_coding	0	0	1	4	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1
NAM7	YMR080C	YMR080C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NAM8	YHR086W	YHR086W_mRNA	protein_coding	2	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1
NAM9	YNL137C	YNL137C_mRNA	protein_coding	0	0	2	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4
NAN1	YPL126W	YPL126W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NAP1	YKR048C	YKR048C_mRNA	protein_coding	0	0	1	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3
NAR1	YNL240C	YNL240C_mRNA	protein_coding	0	0	1	7	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	4
NAS2	YIL007C	YIL007C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NAS6	YGR232W	YGR232W_mRNA	protein_coding	1	2	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0
NAT1	YDL040C	YDL040C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NAT2	YGR147C	YGR147C_mRNA	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
NAT3	YPR131C	YPR131C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
NAT4	YMR069W	YMR069W_mRNA	protein_coding	1	0	0	6	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4
